WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
MIDO,802,44.0,26.0,87.0,4.1,,,6.89,,657.0,,2009-08-15
MIDO,803,,,123.5,3.3,,5.34,6.86,,754.0,,2009-08-15
MIDO,804,,,76.9,5.3,,2.26,6.69,,657.0,,2009-08-15
MIDO,805,,,76.7,27.4,,1.28,6.67,,794.0,,2009-08-15
NORO,502,,,278.3,5.6,,6.47,,,292.0,,2009-08-15
NORO,503,30.0,14.0,84.3,15.1,,1.39,6.95,,8164.0,,2009-08-15
NORO,506,,,154.7,9.6,,3.22,6.62,,1076.0,,2009-08-15
NORO,510,,,89.4,19.6,,1.35,6.86,,,,2009-08-15
NORO,517,,,224.2,5.8,,8.17,6.69,,364.0,,2009-08-15
NORO,520,,,156.0,,,,,,609.0,,2009-08-15
NORO,527,,,156.4,5.4,,,6.77,,1076.0,,2009-08-15
NORO,601,32.0,1.0,,,,,,,,,2009-08-15
NORO,605,,,239.9,10.3,,1.67,6.92,,,,2009-08-15
NORO,401,,22.0,,,,,,,,,2009-02-07
NORO,401,,15.0,,,,,,,,,2009-08-15
MIDO,301,,20.0,27.0,4.2,,0.13,7.0,,41.0,,2009-11-21
MIDO,601,47.0,21.0,59.6,11.8,,,7.1,,148.0,,2009-11-21
MIDO,704,,22.0,95.2,15.6,,3.83,6.7,,,,2009-11-21
MIDO,719,,,80.4,,,,7.14,,,,2009-11-21
MIDO,801,,,40.6,27.0,0.1,0.82,7.33,,,,2009-11-21
MIDO,802,,14.0,40.0,3.6,,,7.15,,171.0,,2009-11-21
MIDO,803,,11.0,124.7,1.6,,1.39,7.1,,364.0,,2009-11-21
MIDO,804,,,37.6,2.6,,,6.86,,228.0,,2009-11-21
MIDO,805,,,64.6,8.0,,,6.82,,669.0,,2009-11-21
NORO,401,,,30.3,18.0,,,7.05,,,,2009-11-21
NORO,502,,,257.4,2.4,,2.21,7.01,,481.0,,2009-11-21
NORO,503,,9.0,70.8,13.7,,0.49,7.27,,484.0,,2009-11-21
NORO,506,,,127.2,3.0,,1.51,6.71,,631.0,,2009-11-21
NORO,510,,,69.2,17.8,,0.48,6.86,,,,2009-11-21
NORO,516,,4.0,,,,,,,,,2009-11-21
NORO,517,,,244.2,2.3,,3.33,6.94,,,,2009-11-21
NORO,520,,,153.0,6.2,,1.36,6.95,,181.0,,2009-11-21
NORO,527,,,150.1,6.1,,,7.13,,240.0,,2009-11-21
NORO,601,23.5,9.0,689.0,9.8,,3.58,6.42,,,,2009-11-21
NORO,605,,,78.8,18.9,0.12,0.58,6.96,,195.0,,2009-11-21
NORO,609,,,87.9,14.1,,,6.98,,,,2009-11-21
BICO,201,,11.0,48.4,8.0,,0.65,6.8,,110.0,,2009-11-21
BICO,301,,15.0,69.2,5.2,,0.96,6.89,,213.0,,2009-11-21
BICO,201,52.0,15.0,36.9,9.2,,0.5,7.0,,134.0,,2010-03-27
BICO,301,29.0,14.0,71.0,8.8,,0.0,,,41.0,,2010-03-27
MIDO,301,41.0,24.0,33.0,3.1,,0.0,6.9,,31.0,,2010-03-27
MIDO,316,,,32.7,1.4,,0.0,7.3,,98.0,,2010-03-27
MIDO,502,,,38.4,8.3,,,7.4,,,,2010-03-27
MIDO,503,,,37.3,7.2,,0.5,7.1,,173.0,,2010-03-27
MIDO,504,,,36.4,7.3,,,7.2,,,,2010-03-27
MIDO,505,,,40.3,10.3,,,7.0,,,,2010-03-27
MIDO,506,,,47.2,2.7,,,7.1,,,,2010-03-27
MIDO,507,,,32.4,1.3,,,7.4,,,,2010-03-27
MIDO,508,,,38.5,10.7,,,7.3,,,,2010-03-27
MIDO,509,,,34.4,5.6,,,7.5,,,,2010-03-27
MIDO,510,,,35.4,9.0,,,7.6,,,,2010-03-27
MIDO,511,,,,6.5,,,7.2,,,,2010-03-27
MIDO,512,,,31.5,11.6,,,7.3,,,,2010-03-27
MIDO,515,,,35.6,4.1,,,7.2,,,,2010-03-27
MIDO,601,,21.0,,,,,,,,,2010-03-27
MIDO,605,,,38.8,6.9,,,6.9,,,,2010-03-27
MIDO,606,,,38.4,7.4,,,7.0,,,,2010-03-27
MIDO,608,,,40.6,9.4,,,7.2,,,,2010-03-27
MIDO,610,,,38.9,9.7,,,7.2,,,,2010-03-27
MIDO,611,,,39.3,9.2,,0.3,7.3,,359.0,,2010-03-27
MIDO,612,,,39.1,5.7,,,7.2,,,,2010-03-27
MIDO,614,,,46.5,5.6,,,6.9,,,,2010-03-27
MIDO,616,,,57.1,8.6,,2.0,7.0,,189.0,,2010-03-27
MIDO,702,,,38.3,7.3,,,7.4,,,,2010-03-27
MIDO,704,43.0,15.0,52.9,9.7,,2.0,7.2,,,,2010-03-27
MIDO,707,,,43.3,4.0,,,7.4,,,,2010-03-27
MIDO,718,,,41.2,5.0,,2.0,7.2,,,,2010-03-27
MIDO,719,,,58.9,12.2,,2.0,7.3,,,,2010-03-27
MIDO,801,,,59.6,11.4,,2.0,7.0,,,,2010-03-27
MIDO,802,36.0,7.0,61.0,2.0,,2.0,7.0,,132.0,,2010-03-27
MIDO,803,,,83.2,1.5,,2.0,7.2,,253.0,,2010-03-27
MIDO,804,,,50.0,0.8,,0.5,7.2,,771.0,,2010-03-27
MIDO,805,,,37.1,8.3,,0.0,7.0,,350.0,,2010-03-27
MIDO,807,,,59.5,1.6,,,7.0,,,,2010-03-27
MIDO,808,,,83.0,0.5,,,7.3,,,,2010-03-27
MIDO,812,,,66.2,2.5,,,7.3,,,,2010-03-27
MIDO,814,,,50.8,12.5,,,6.7,,,,2010-03-27
MIDO,816,,,43.1,1.4,,0.5,7.3,,243.0,,2010-03-27
MIDO,817,,,41.4,3.1,,,7.1,,,,2010-03-27
MIDO,818,,,75.8,1.4,,,7.3,,,,2010-03-27
MIDO,820,,,33.0,2.7,,,7.2,,,,2010-03-27
MIDO,821,,,59.3,6.6,,,7.0,,,,2010-03-27
MIDO,825,,,52.9,3.2,,,6.2,,,,2010-03-27
MIDO,826,,,70.3,1.0,,,6.9,,203.0,,2010-03-27
MIDO,828,,,61.8,3.4,,2.0,7.2,,650.0,,2010-03-27
MIDO,831,,,85.9,1.2,,,6.7,,,,2010-03-27
MIDO,833,,,60.7,10.9,,,7.4,,,,2010-03-27
NORO,401,,,39.1,8.9,,0.5,7.1,,31.0,,2010-03-27
NORO,501,,,45.2,10.3,,,6.8,,,,2010-03-27
NORO,502,,,168.2,2.1,,3.04,6.9,,988.0,,2010-03-27
NORO,503,,,50.0,7.9,,2.0,7.3,,3076.0,,2010-03-27
NORO,505,,,35.6,1.9,,0.5,6.2,,31.0,,2010-03-27
NORO,506,,,102.7,2.0,,5.0,6.6,,2247.0,,2010-03-27
NORO,510,,,51.0,11.3,,0.65,7.4,,,,2010-03-27
NORO,511,,,44.6,5.0,,,7.0,,,,2010-03-27
NORO,512,,,43.9,13.4,,2.0,7.0,,288.0,,2010-03-27
NORO,515,,,47.0,7.9,,0.5,,,691.0,,2010-03-27
NORO,516,,,207.5,0.2,,2.0,6.9,,345.0,,2010-03-27
NORO,517,,,176.8,1.5,,0.0,6.7,,,,2010-03-27
NORO,520,,,91.4,4.2,,0.0,7.0,,74.0,,2010-03-27
NORO,527,,,93.0,4.5,,0.5,7.1,,63.0,,2010-03-27
NORO,603,,,397.4,6.7,,0.0,6.5,,,,2010-03-27
NORO,604,,,433.4,7.8,,,6.3,,,,2010-03-27
NORO,605,,,67.2,11.0,,0.5,6.9,,146.0,,2010-03-27
NORO,609,,,58.7,9.8,,,7.3,,120.0,,2010-03-27
NORO,610,,,52.1,12.0,,,7.1,,,,2010-03-27
NORO,612,,,57.8,2.9,,5.0,6.9,,,,2010-03-27
NORO,615,,,155.2,2.0,,0.0,7.0,,663.0,,2010-03-27
NORO,618,,,160.8,1.0,,2.0,6.9,,749.0,,2010-03-27
NORO,627,,,171.3,2.1,,1.5,6.9,,4611.0,,2010-03-27
BICO,201,45.0,21.0,37.2,44.4,,,6.6,,4884.0,,2010-08-14
BICO,301,34.0,14.0,64.4,4.5,,,6.4,,833.0,,2010-08-14
MIDO,301,47.0,19.0,36.3,6.2,,,7.19,,223.0,,2010-08-14
MIDO,601,49.0,17.0,35.3,48.0,,,7.01,,1553.0,,2010-08-14
MIDO,704,44.0,19.0,93.8,178.0,,,6.83,,201.0,,2010-08-14
MIDO,801,,,71.9,45.7,,,7.11,,,,2010-08-14
MIDO,802,,6.0,61.2,5.27,,,7.07,,1137.0,,2010-08-14
MIDO,803,,,,,,,,,,,2010-08-14
MIDO,804,,,52.6,7.8,,,6.9,,1467.0,,2010-08-14
MIDO,805,,,48.9,17.3,,,6.8,,402.0,,2010-08-14
NORO,401,,,,,,,,,,,2010-08-14
NORO,502,,,63.1,32.8,,,6.95,,,,2010-08-14
NORO,503,14.0,3.0,53.0,73.9,,,6.64,,2063.0,,2010-08-14
NORO,506,,,49.5,20.6,,,6.9,,5475.0,,2010-08-14
NORO,510,,,57.2,68.8,,,7.0,,,,2010-08-14
NORO,512,,,47.9,88.0,,,6.56,,4611.0,,2010-08-14
NORO,517,,,93.5,19.9,,,6.77,,,,2010-08-14
NORO,519,,,31.6,30.7,,,6.2,,,,2010-08-14
NORO,520,,,62.7,27.6,,,6.95,,24192.0,,2010-08-14
NORO,527,,,55.4,23.0,,,6.91,,6867.0,,2010-08-14
NORO,601,38.0,4.0,440.0,10.0,,,6.44,,,,2010-08-14
NORO,605,,,72.0,90.0,,,7.0,,,,2010-08-14
BICO,201,,,,,,,,,,,2010-11-13
BICO,301,38.0,15.0,62.4,1.6,,,6.95,,5475.0,,2010-11-13
MIDO,301,,17.0,45.9,5.17,,,7.2,,41.0,,2010-11-13
MIDO,601,51.0,17.0,101.3,5.97,,,6.63,,988.0,,2010-11-13
MIDO,704,49.0,20.0,127.6,4.2,,,6.87,,,,2010-11-13
MIDO,801,,,85.0,8.39,,,7.2,,,,2010-11-13
MIDO,802,37.0,10.0,75.7,2.0,,,,,,,2010-11-13
MIDO,803,,8.0,115.3,1.7,,,6.73,,98.0,,2010-11-13
MIDO,804,,,69.3,2.45,,,6.98,,336.0,,2010-11-13
MIDO,805,,,66.8,11.9,,,7.05,,145.0,,2010-11-13
NORO,401,,,61.9,8.45,,,6.98,,74.0,,2010-11-13
NORO,501,,8.0,73.8,14.0,,,6.8,,450.0,,2010-11-13
NORO,502,,,217.9,3.0,,,6.77,,419.0,,2010-11-13
NORO,503,24.0,6.0,74.0,13.2,,,7.4,,591.0,,2010-11-13
NORO,506,,,135.0,7.8,,,6.64,,471.0,,2010-11-13
NORO,510,,,71.0,11.8,,,6.98,,,,2010-11-13
NORO,517,,,,,,,,,,,2010-11-13
NORO,519,,17.0,46.6,11.7,,,6.62,,63.0,,2010-11-13
NORO,520,,,133.0,3.99,,,6.95,,,,2010-11-13
NORO,527,,,130.8,4.73,,,6.87,,,,2010-11-13
NORO,601,37.0,6.0,743.0,20.3,,,6.01,,,,2010-11-13
NORO,605,,,127.4,12.5,,,6.94,,,,2010-11-13
NORO,401,,17.0,,,,,,,,,
NORO,401,,14.0,,,,,,,,,
BICO,201,,9.0,,,,,,,,,2011-02-12
BICO,301,41.0,15.0,66.1,,,,5.0,,,,2011-02-12
MIDO,301,45.0,23.0,42.5,,,,6.0,,,,2011-02-12
MIDO,601,47.0,18.0,52.1,,,,6.0,,,,2011-02-12
MIDO,704,45.0,24.0,102.3,,,,6.0,,,,2011-02-12
MIDO,719,,,70.4,,,,5.5,,,,2011-02-12
MIDO,801,,,,,,,,,,,2011-02-12
MIDO,802,34.0,15.0,73.0,,,,,,,,2011-02-12
MIDO,803,30.0,11.0,122.3,,,,6.0,,,,2011-02-12
MIDO,804,,,67.6,,,,6.0,,,,2011-02-12
MIDO,805,,,55.4,,,,5.5,,,,2011-02-12
NORO,401,,,48.5,,,,5.5,,,,2011-02-12
NORO,501,,8.0,56.3,,,,6.0,,,,2011-02-12
NORO,502,,,220.0,,,,6.2,,,,2011-02-12
NORO,503,,13.0,61.5,,,,6.0,,,,2011-02-12
NORO,506,,,123.4,,,,6.0,,,,2011-02-12
NORO,510,,,65.1,,,,6.0,,,,2011-02-12
NORO,517,,,225.5,,,,6.0,,,,2011-02-12
NORO,519,,22.0,38.2,,,,5.5,,,,2011-02-12
NORO,520,,,131.6,,,,6.0,,,,2011-02-12
NORO,527,,,129.5,,,,6.0,,,,2011-02-12
NORO,601,37.0,5.0,625.0,,,,5.5,,,,2011-02-12
NORO,605,,,80.0,,,,6.0,,,,2011-02-12
NORO,609,,,86.0,,,,,,,,2011-02-12
BICO,201,36.0,12.0,36.0,10.0,,,6.5,,,,2011-03-26
BICO,301,39.0,7.0,54.0,2.0,,,6.4,,292.0,,2011-03-26
MIDO,101,29.0,,35.0,5.0,,,6.6,,,,2011-03-26
MIDO,103,37.0,,65.0,18.0,,,7.0,,,,2011-03-26
MIDO,301,25.0,24.0,53.0,8.0,,,6.6,,132.0,,2011-03-26
MIDO,502,40.0,,43.0,9.0,,,6.9,,389.0,,2011-03-26
MIDO,503,38.0,,43.0,9.0,,,6.9,,,,2011-03-26
MIDO,504,25.0,,44.0,10.0,,,6.9,,,,2011-03-26
MIDO,506,40.0,,48.0,9.0,,,6.5,,,,2011-03-26
MIDO,507,47.0,,50.0,11.0,,,6.5,,,,2011-03-26
MIDO,508,46.0,,54.0,22.0,,,6.7,,,,2011-03-26
MIDO,509,45.0,,39.0,8.0,,,6.6,,,,2011-03-26
MIDO,510,32.0,,45.0,12.0,,,6.9,,327.0,,2011-03-26
MIDO,511,38.0,,45.0,12.0,,,6.9,,,,2011-03-26
MIDO,512,35.0,,35.0,31.0,,,6.8,,,,2011-03-26
MIDO,601,49.0,23.0,47.0,9.0,,,6.9,,160.0,,2011-03-26
MIDO,605,37.0,,51.0,21.0,,,6.6,,,,2011-03-26
MIDO,606,38.0,,52.0,14.0,,,6.6,,,,2011-03-26
MIDO,608,39.0,,46.0,16.0,,,7.1,,,,2011-03-26
MIDO,609,35.0,,44.0,9.0,,,6.9,,,,2011-03-26
MIDO,610,47.0,,48.0,13.0,,,6.8,,,,2011-03-26
MIDO,611,38.0,,55.0,15.0,,,6.8,,,,2011-03-26
MIDO,612,42.0,,56.0,10.0,,,7.0,,,,2011-03-26
MIDO,616,30.0,,62.0,6.0,,,6.8,,203.0,,2011-03-26
MIDO,617,22.0,,41.0,27.0,,,6.3,,,,2011-03-26
MIDO,701,51.0,,52.0,8.0,,,6.7,,393.0,,2011-03-26
MIDO,704,45.0,23.0,92.0,30.0,,,6.3,,,,2011-03-26
MIDO,706,40.0,,43.0,12.0,,,6.8,,,,2011-03-26
MIDO,707,37.0,,77.0,7.0,,,6.9,,,,2011-03-26
MIDO,709,48.0,,62.0,6.0,,,6.5,,,,2011-03-26
MIDO,712,44.0,,76.0,5.0,,,6.5,,,,2011-03-26
MIDO,719,,,78.0,12.0,,,7.0,,,,2011-03-26
MIDO,801,30.0,,65.0,16.0,,,7.1,,,,2011-03-26
MIDO,802,38.0,11.0,76.0,4.0,,,7.1,,209.0,,2011-03-26
MIDO,803,30.0,6.0,92.0,2.0,,,6.9,,583.0,,2011-03-26
MIDO,804,,,72.0,3.0,,,6.8,,886.0,,2011-03-26
MIDO,805,,,51.0,11.0,,,6.5,,52.0,,2011-03-26
MIDO,807,30.0,,29.0,15.0,,,6.8,,,,2011-03-26
MIDO,811,35.0,,49.0,2.0,,,5.8,,97.0,,2011-03-26
MIDO,812,36.0,,66.0,14.0,,,7.1,,,,2011-03-26
MIDO,813,32.0,,91.0,32.0,,,6.6,,,,2011-03-26
MIDO,816,49.0,,50.0,15.0,,,6.9,,195.0,,2011-03-26
MIDO,817,29.0,,44.0,54.0,,,6.8,,,,2011-03-26
MIDO,818,37.0,,85.0,2.0,,,7.0,,228.0,,2011-03-26
MIDO,819,24.0,,41.0,10.0,,,6.8,,,,2011-03-26
MIDO,820,32.0,,38.0,6.0,,,6.8,,,,2011-03-26
MIDO,826,37.0,,63.0,4.0,,,6.5,,448.0,,2011-03-26
MIDO,828,,,73.0,6.0,,,6.7,,388.0,,2011-03-26
NORO,108,39.0,,74.0,24.0,,,6.9,,,,2011-03-26
NORO,114,34.0,,76.0,23.0,,,7.0,,,,2011-03-26
NORO,401,46.0,,50.0,12.0,,,6.7,,84.0,,2011-03-26
NORO,402,45.0,,41.0,8.0,,,6.5,,,,2011-03-26
NORO,403,41.0,,30.0,5.0,,,6.2,,,,2011-03-26
NORO,405,45.0,,32.0,9.0,,,6.7,,226.0,,2011-03-26
NORO,407,35.0,,38.0,10.0,,,6.5,,,,2011-03-26
NORO,501,30.0,14.0,62.0,14.0,,,6.6,,173.0,,2011-03-26
NORO,502,,,205.0,2.0,,,6.8,,744.0,,2011-03-26
NORO,503,25.0,12.0,52.0,11.0,,,6.8,,1785.0,,2011-03-26
NORO,504,43.0,,94.0,3.0,,,6.5,,148.0,,2011-03-26
NORO,505,43.0,,71.0,11.0,,,6.7,,135.0,,2011-03-26
NORO,506,,,101.0,6.0,,,6.3,,512.0,,2011-03-26
NORO,511,36.0,,53.0,15.0,,,6.5,,,,2011-03-26
NORO,513,45.0,,58.0,14.0,,,6.5,,130.0,,2011-03-26
NORO,514,47.0,,60.0,11.0,,,6.7,,,,2011-03-26
NORO,515,42.0,,60.0,12.0,,,6.4,,530.0,,2011-03-26
NORO,516,41.0,,209.0,1.0,,,6.9,,,,2011-03-26
NORO,517,,,180.0,5.0,,,6.5,,,,2011-03-26
NORO,518,15.0,,246.0,13.0,,,6.7,,1137.0,,2011-03-26
NORO,520,,,168.0,11.0,,,6.7,,4352.0,,2011-03-26
NORO,527,,,116.0,8.0,,,6.9,,331.0,,2011-03-26
NORO,601,41.0,8.0,454.0,7.0,,,6.1,,,,2011-03-26
NORO,603,40.0,,415.0,2.0,,,6.3,,,,2011-03-26
NORO,605,,,73.0,15.0,,,6.9,,,,2011-03-26
NORO,607,14.0,,162.0,1.0,,,6.7,,2382.0,,2011-03-26
NORO,609,,,74.0,14.0,,,6.9,,,,2011-03-26
NORO,611,31.0,,56.0,18.0,,,6.5,,,,2011-03-26
NORO,612,39.0,,63.0,6.0,,,6.3,,,,2011-03-26
NORO,615,19.0,,97.0,2.0,,,6.7,,246.0,,2011-03-26
NORO,618,43.0,,144.0,1.0,,,6.7,,1019.0,,2011-03-26
NORO,627,40.0,,301.0,5.0,,,7.0,,52.0,,2011-03-26
BICO,201,,,,,,,,,,,2011-07-16
BICO,301,46.0,10.0,65.0,3.4,,,6.4,,,,2011-07-16
MIDO,301,48.0,26.0,48.0,6.4,,,6.3,,,,2011-07-16
MIDO,601,,,,,,,,,,,2011-07-16
MIDO,704,47.0,16.0,115.3,5.5,,,6.5,,,,2011-07-16
MIDO,719,,,97.0,22.2,,,6.7,,,,2011-07-16
MIDO,801,,,,,,,,,,,2011-07-16
MIDO,802,51.0,13.0,69.0,4.0,,,6.3,,,,2011-07-16
NORO,401,,,,,,,,,,,2011-07-16
NORO,501,31.0,6.0,69.3,19.0,,,6.1,,,,2011-07-16
NORO,502,,,218.0,4.4,,,5.9,,,,2011-07-16
NORO,503,22.0,7.0,79.4,15.6,,,7.0,,,,2011-07-16
NORO,506,,,134.0,11.8,,,6.3,,,,2011-07-16
NORO,510,,,80.5,14.3,,,7.0,,,,2011-07-16
NORO,519,,,43.1,8.7,,,6.3,,,,2011-07-16
NORO,605,,,158.0,11.8,,,6.4,,,,2011-07-16
NORO,609,,,173.8,7.4,,,6.7,,,,2011-07-16
NORO,401,,7.0,,,,,,,,,
BICO,201,48.0,,50.0,4.2,,,6.0,,445.0,,2012-04-12
BICO,301,,,,,,,,,280.0,,2012-04-12
BICO,302,46.0,,41.0,15.9,,,6.8,,,,2012-04-12
MIDO,101,30.0,,43.0,7.0,,,7.1,,,,2012-04-12
MIDO,301,,,35.0,4.1,,,6.8,,350.0,,2012-04-12
MIDO,305,48.0,,35.0,5.3,,,6.8,,,,2012-04-12
MIDO,312,43.0,23.0,45.0,9.0,,,6.8,,,,2012-04-12
MIDO,503,46.0,,64.0,6.9,,,7.0,,,,2012-04-12
MIDO,504,40.0,,62.0,7.2,,,7.0,,,,2012-04-12
MIDO,512,32.0,,54.0,,,,7.1,,,,2012-04-12
MIDO,601,53.0,11.0,58.0,12.5,,,7.0,,,,2012-04-12
MIDO,612,42.0,,57.0,3.8,,,7.0,,,,2012-04-12
MIDO,614,,,63.0,2.3,,,7.0,,,,2012-04-12
MIDO,702,,,62.0,,,,7.0,,,,2012-04-12
MIDO,704,48.5,15.0,116.0,6.0,,,6.9,,,,2012-04-12
MIDO,706,36.0,,38.0,14.5,,,6.8,,,,2012-04-12
MIDO,709,40.0,,50.0,4.1,,,6.8,,,,2012-04-12
MIDO,712,40.0,,60.0,4.5,,,6.7,,,,2012-04-12
MIDO,718,48.0,,58.0,4.0,,,7.0,,,,2012-04-12
MIDO,801,,,93.0,10.4,,,6.7,,50.0,,2012-04-12
MIDO,802,,18.0,62.0,3.4,,,6.5,,265.0,,2012-04-12
MIDO,803,,2.0,119.0,3.8,,,6.6,,2005.0,,2012-04-12
MIDO,808,40.0,,73.0,2.9,,,6.6,,,,2012-04-12
MIDO,811,32.0,,61.0,2.8,,,6.7,,,,2012-04-12
MIDO,825,34.0,,62.0,2.1,,,6.7,,,,2012-04-12
MIDO,826,42.0,,53.0,2.9,,,6.7,,,,2012-04-12
NORO,102,38.0,,85.0,15.4,,,6.8,,,,2012-04-12
NORO,103,46.0,,55.0,,,,7.0,,,,2012-04-12
NORO,108,,,40.0,22.2,,,6.6,,,,2012-04-12
NORO,110,44.0,,86.0,14.7,,,6.9,,,,2012-04-12
NORO,111,46.0,,60.0,16.8,,,7.0,,,,2012-04-12
NORO,112,44.0,,56.0,6.0,,,7.0,,,,2012-04-12
NORO,114,,,58.0,15.5,,,6.5,,,,2012-04-12
NORO,115,28.0,,43.0,6.0,,,7.0,,,,2012-04-12
NORO,116,37.0,,46.0,8.9,,,7.1,,,,2012-04-12
NORO,117,46.5,,41.0,7.3,,,7.0,,,,2012-04-12
NORO,401,42.0,,44.0,10.9,,0.0,6.7,,,,2012-04-12
NORO,402,,,44.0,5.4,,,7.1,,,,2012-04-12
NORO,403,38.0,,29.0,4.0,,,6.9,,,,2012-04-12
NORO,404,49.0,,56.0,5.7,,,6.8,,,,2012-04-12
NORO,405,28.0,,42.0,6.8,,,6.8,,,,2012-04-12
NORO,407,33.0,,44.0,7.8,,,6.8,,,,2012-04-12
NORO,501,42.0,,49.0,16.7,,,6.6,,,,2012-04-12
NORO,502,,,200.0,3.0,,,6.7,,255.0,,2012-04-12
NORO,503,,9.0,72.0,17.7,,,7.0,,1780.0,,2012-04-12
NORO,504,38.0,,89.0,3.7,,,6.6,,,,2012-04-12
NORO,505,42.0,,92.0,16.4,,,6.5,,,,2012-04-12
NORO,506,,,96.0,3.6,,,6.3,,165.0,,2012-04-12
NORO,510,34.0,,61.0,25.3,,1.0,6.7,,,,2012-04-12
NORO,511,40.0,,48.0,7.3,,,6.6,,,,2012-04-12
NORO,512,43.0,,42.0,,,0.0,6.7,,10.0,,2012-04-12
NORO,513,41.0,,62.0,17.2,,,6.7,,,,2012-04-12
NORO,515,38.0,,50.0,15.2,,,6.7,,,,2012-04-12
NORO,516,37.0,,164.0,1.5,,,6.4,,,,2012-04-12
NORO,517,28.0,,206.0,4.5,,,6.5,,,,2012-04-12
NORO,519,43.0,,38.0,7.9,,,6.9,,,,2012-04-12
NORO,527,25.0,,114.0,6.0,,,6.4,,,,2012-04-12
NORO,601,32.0,,528.0,3.7,,,5.7,,,,2012-04-12
NORO,603,28.0,,355.0,1.9,,,6.2,,,,2012-04-12
NORO,605,48.0,,134.0,,,,6.8,,255.0,,2012-04-12
NORO,615,43.0,,130.0,4.3,,,6.5,,,,2012-04-12
NORO,618,25.0,,130.0,1.7,,,6.3,,,,2012-04-12
NORO,627,36.0,,198.0,9.3,,,6.7,,,,2012-04-12
BICO,301,46.0,10.0,65.0,3.4,,,6.4,,1050.0,,2012-07-22
MIDO,301,48.0,25.0,48.0,6.4,,,6.3,,650.0,,2012-07-22
MIDO,601,,7.0,,,,,,,500.0,,2012-07-22
MIDO,704,47.0,17.0,115.3,5.5,,,6.5,,133.0,,2012-07-22
MIDO,801,,,,,,,,,300.0,,2012-07-22
MIDO,802,51.0,15.0,69.0,4.0,,,6.3,,1300.0,,2012-07-22
NORO,401,,,,,,,,,350.0,,2012-07-22
NORO,502,,,218.0,4.4,,,5.9,,1250.0,,2012-07-22
NORO,503,22.0,14.0,79.4,15.6,,,7.0,,6100.0,,2012-07-22
NORO,506,,,134.0,11.8,,,6.3,,1550.0,,2012-07-22
NORO,510,,,80.5,14.3,,,7.0,,1400.0,,2012-07-22
NORO,517,,,,,,,,,,,2012-07-22
NORO,519,,,43.1,8.7,,,6.3,,,,2012-07-22
NORO,520,,,,,,,,,1600.0,,2012-07-22
NORO,527,,,,,,,,,900.0,,2012-07-22
NORO,601,,,,,,,,,,,2012-07-22
NORO,605,,,158.0,11.8,,,6.4,,150.0,,2012-07-22
NORO,609,,,173.8,7.4,,,6.7,,,,2012-07-22
BICO,201,,,215.0,3.9,,1.3,6.5,,100.0,,2012-09-16
BICO,301,,14.0,57.0,4.5,,1.3,6.4,,100.0,,2012-09-16
MIDO,301,,20.0,49.0,4.1,,0.3,6.4,,,,2012-09-16
MIDO,704,,18.0,116.0,2.2,,5.1,7.3,,,,2012-09-16
MIDO,801,,,99.0,19.0,,0.4,7.3,,,,2012-09-16
MIDO,802,,7.0,82.0,2.0,,1.0,6.7,,,,2012-09-16
MIDO,804,,,70.0,3.5,,0.8,6.4,,,,2012-09-16
MIDO,805,,,75.0,10.0,,1.1,6.3,,,,2012-09-16
NORO,502,,,260.0,2.1,,1.3,6.5,,,,2012-09-16
NORO,503,,25.0,75.0,10.0,,0.5,6.5,,,,2012-09-16
NORO,506,,,140.0,9.3,,0.5,6.4,,,,2012-09-16
NORO,510,,,83.0,13.0,,0.7,6.3,,,,2012-09-16
NORO,520,,,140.0,9.7,,1.0,6.3,,,,2012-09-16
NORO,527,,,135.0,2.9,,1.1,6.6,,,,2012-09-16
NORO,605,,,230.0,7.7,,3.3,6.6,,,,2012-09-16
BICO,201,,23.0,38.9,1.42,,0.7,7.03,,42.0,,2012-11-18
BICO,301,,,,,,,,,164.0,,2012-11-16
MIDO,301,,15.0,38.3,3.2,,0.3,7.28,,300.0,,2012-11-18
MIDO,612,,24.0,,,,,,,,,2012-11-18
MIDO,704,,23.0,89.2,1.96,,44.0,6.93,,24.0,,2012-11-16
MIDO,801,,,82.7,5.85,,0.6,7.24,,38.0,,2012-11-18
MIDO,802,,12.0,57.6,1.83,,0.4,6.93,,492.0,,2012-11-18
MIDO,804,,,49.0,2.5,,0.4,7.8,,,,2012-11-18
MIDO,805,,,241.3,6.2,,0.9,6.15,,,,2012-11-18
NORO,502,,,70.5,20.9,,0.0,6.63,,36.0,,2012-11-18
NORO,503,,,59.9,7.99,,0.3,7.13,,412.0,,2012-11-18
NORO,507,,,100.6,1.97,,1.2,6.96,,,,2012-11-16
NORO,510,,,62.3,7.9,,0.4,7.03,,,,2012-11-16
NORO,520,,,100.1,1.82,,0.9,6.83,,136.0,,2012-11-18
NORO,527,,,,,,,,,156.0,,2012-11-18
NORO,601,,7.0,494.0,1.9,,2.7,6.29,,40.0,,2012-11-18
NORO,612,,3.0,69.8,3.6,,0.8,6.8,,,,2012-11-18
NORO,401,,13.0,,,,,,,,,
NORO,401,,13.0,,,,,,,,,
NORO,401,,21.0,,,,,,,,,
